ClothNane;ClothCategory;Season;ClothSilh;ClothModel;ClothSize;allCount;allReceipts
B5151-1913;Штаны ;Весна-осень;каррот;B0902;50;31;32,06908
B5151-1913;Штаны ;Весна-осень;каррот;B0902;52;23;21,2673
B5151-1913;Штаны ;Весна-осень;каррот;B0902;54;21;23,5323
B5151-1913;Штаны ;Весна-осень;каррот;B0902;56;16;17,77021
B5151-1913;Штаны ;Весна-осень;каррот;B0902;58;18;19,6306
B5153-1913;Штаны ;Весна-осень;каррот;B0902;42;18;19,62332
B5153-1913;Штаны ;Весна-осень;каррот;B0902;44;13;13,9995
B5153-1913;Штаны ;Весна-осень;каррот;B0902;46;27;32,1208
B5153-1913;Штаны ;Весна-осень;каррот;B0902;48;23;26,90826
B5153-1913;Штаны ;Весна-осень;каррот;B0902;50;24;25,39952
B5153-1913;Штаны ;Весна-осень;каррот;B0902;52;29;37,26019
B5153-1913;Штаны ;Весна-осень;каррот;B0902;54;24;24,71872
B5153-1913;Штаны ;Весна-осень;каррот;B0902;56;14;14,86937
B5153-1913;Штаны ;Весна-осень;каррот;B0902;58;15;16,289
3313519;Штаны ;Весна-осень;каррот;409;42;31;31,5101
3313519;Штаны ;Весна-осень;каррот;409;44;45;48,6449
3313519;Штаны ;Весна-осень;каррот;409;46;43;47,5794
3313519;Штаны ;Весна-осень;каррот;409;48;44;45,7712
3313519;Штаны ;Весна-осень;каррот;409;50;45;52,3567
3313519;Штаны ;Весна-осень;каррот;409;52;39;42,1652
3313837;Штаны ;Весна-осень;каррот;827;42;17;18,0505
3313837;Штаны ;Весна-осень;каррот;827;44;27;31,94582
3313837;Штаны ;Весна-осень;каррот;827;46;47;59,57406
3313837;Штаны ;Весна-осень;каррот;827;48;47;58,73098
3313837;Штаны ;Весна-осень;каррот;827;50;45;48,85268
3313837;Штаны ;Весна-осень;каррот;827;52;50;57,52764
3313837;Штаны ;Весна-осень;каррот;827;54;36;35,8242
3313837;Штаны ;Весна-осень;каррот;827;56;22;24,21038
3313519;Штаны ;Весна-осень;каррот;409;42;16;15,39256
3313519;Штаны ;Весна-осень;каррот;409;44;29;30,5222
3313519;Штаны ;Весна-осень;каррот;409;46;28;30,9223
3313519;Штаны ;Весна-осень;каррот;409;48;27;27,5518
3313519;Штаны ;Весна-осень;каррот;409;50;21;21,9563
3313519;Штаны ;Весна-осень;каррот;409;52;19;21,1528
3313837;Штаны ;Весна-осень;каррот;827;42;19;21,594
3313837;Штаны ;Весна-осень;каррот;827;44;34;36,7327
3313837;Штаны ;Весна-осень;каррот;827;46;43;43,9301
3313837;Штаны ;Весна-осень;каррот;827;48;44;45,0963
3313837;Штаны ;Весна-осень;каррот;827;50;37;37,0592
3313837;Штаны ;Весна-осень;каррот;827;52;37;37,7843
3313837;Штаны ;Весна-осень;каррот;827;54;25;27,7206
3313837;Штаны ;Весна-осень;каррот;827;56;15;16,2546
qwe3311-1519;Штаны ;Весна-осень;каррот;409;42;3;4,4817
qwe3311-1519;Штаны ;Весна-осень;каррот;409;44;17;24,6276
qwe3311-1519;Штаны ;Весна-осень;каррот;409;46;10;27,5067
qwe3311-1519;Штаны ;Весна-осень;каррот;409;48;11;17,4279
qwe3311-1519;Штаны ;Весна-осень;каррот;409;50;6;8,22624
qwe3311-1519;Штаны ;Весна-осень;каррот;409;52;6;9,1891
qwe3311-1519;Штаны ;Весна-осень;каррот;409;54;5;8,7817
qwe3311-1519;Штаны ;Весна-осень;каррот;409;56;5;9,0472
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;40;5;6,5469
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;42;21;27,4664
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;44;28;40,184
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;46;31;43,1252
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;48;28;37,3359
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;50;30;45,8277
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;52;26;37,0569
qwe5575-1161;Штаны ;Весна-осень;каррот;1060;54;23;33,4017
3311351;Штаны ;Весна-осень;каррот;351;42;14;17,2717
3311351;Штаны ;Весна-осень;каррот;351;44;35;45,87421
3311351;Штаны ;Весна-осень;каррот;351;46;44;67,9709
3311351;Штаны ;Весна-осень;каррот;351;48;43;56,6601
3311351;Штаны ;Весна-осень;каррот;351;50;33;46,6851
3311351;Штаны ;Весна-осень;каррот;351;52;28;41,4477
3311351;Штаны ;Весна-осень;каррот;351;54;19;33,6626
3311351;Штаны ;Весна-осень;каррот;351;56;15;20,7963
3311837;Штаны ;Весна-осень;каррот;827;42;29;25,15624
3311837;Штаны ;Весна-осень;каррот;827;44;29;30,6205
3311837;Штаны ;Весна-осень;каррот;827;46;36;42,41035
3311837;Штаны ;Весна-осень;каррот;827;48;26;36,67713
3311837;Штаны ;Весна-осень;каррот;827;50;34;46,11297
3311837;Штаны ;Весна-осень;каррот;827;52;39;48,06107
3311837;Штаны ;Весна-осень;каррот;827;54;24;33,75275
5116351;Штаны ;Весна-осень;каррот;351;42;85;118,1635
5116351;Штаны ;Весна-осень;каррот;351;44;183;256,479
5116351;Штаны ;Весна-осень;каррот;351;46;181;244,6345
5116351;Штаны ;Весна-осень;каррот;351;48;159;219,092
5116351;Штаны ;Весна-осень;каррот;351;50;153;212,3565
5116351;Штаны ;Весна-осень;каррот;351;52;117;150,0255
5116351;Штаны ;Весна-осень;каррот;351;54;66;89,9975
5116351;Штаны ;Весна-осень;каррот;351;56;54;72,457
5156351;Штаны ;Весна-осень;каррот;351;42;50;73,3315
5156351;Штаны ;Весна-осень;каррот;351;44;92;131,971
5156351;Штаны ;Весна-осень;каррот;351;46;94;132,112
5156351;Штаны ;Весна-осень;каррот;351;48;108;152,2415
5156351;Штаны ;Весна-осень;каррот;351;50;85;117,54
5156351;Штаны ;Весна-осень;каррот;351;52;75;97,9175
5156351;Штаны ;Весна-осень;каррот;351;54;43;59,734
5156351;Штаны ;Весна-осень;каррот;351;56;17;21,692
qwe6311-1561;Штаны ;Лето;зауженные;561;42;0;0
qwe6311-1561;Штаны ;Лето;зауженные;561;44;0;0
qwe6311-1561;Штаны ;Лето;зауженные;561;46;0;0
qwe6311-1561;Штаны ;Лето;зауженные;561;48;0;0
qwe6311-1561;Штаны ;Лето;зауженные;561;50;0;0
qwe6311-1561;Штаны ;Лето;зауженные;561;52;0;0
qwe6311-1561;Штаны ;Лето;зауженные;561;54;0;0,24
qwe6311-1561;Штаны ;Лето;зауженные;561;56;1;1,0677
qwe6339-1561;Штаны ;Лето;зауженные;561;42;0;0
qwe6339-1561;Штаны ;Лето;зауженные;561;44;0;0
qwe6339-1561;Штаны ;Лето;зауженные;561;46;0;0
qwe6339-1561;Штаны ;Лето;зауженные;561;48;0;1,13
qwe6339-1561;Штаны ;Лето;зауженные;561;50;0;0
qwe6339-1561;Штаны ;Лето;зауженные;561;52;0;1,31814
qwe6339-1561;Штаны ;Лето;зауженные;561;54;0;0,84
qwe6513-1561;Штаны ;Лето;зауженные;561;42;0;5,98
qwe6513-1561;Штаны ;Лето;зауженные;561;44;3;7,16004
qwe6513-1561;Штаны ;Лето;зауженные;561;46;0;4,12
qwe6513-1561;Штаны ;Лето;зауженные;561;48;4;9,285
qwe6513-1561;Штаны ;Лето;зауженные;561;50;2;4,015
qwe6513-1561;Штаны ;Лето;зауженные;561;52;1;1,255
qwe6513-1561;Штаны ;Лето;зауженные;561;54;0;0
